index,imgname,SKL
1,m1.jpg,0.23018317012818
2,m10.jpg,0.262049754427122
3,m11.jpg,0.221270574418742
4,m12.jpg,0.149657412686043
5,m13.jpg,0.126363976829865
6,m14.jpg,0.0908397393705324
7,m15.jpg,0.235834377816181
8,m16.jpg,0.298311779473026
9,m17.jpg,0.173796090613967
10,m18.jpg,0.145854561213442
11,m19.jpg,0.0681364649478407
12,m2.jpg,0.147744832793299
13,m20.jpg,0.147242723892899
14,m21.jpg,0.186513604662295
15,m22.jpg,0.135648553660488
16,m23.jpg,0.260714219372187
17,m24.jpg,0.0425760453964163
18,m25.jpg,0.0588857916980296
19,m26.jpg,0.094902391867475
20,m27.jpg,0.218096650967416
21,m28.jpg,0.210505967037983
22,m29.jpg,0.225100424419772
23,m3.jpg,0.128624087425173
24,m30.jpg,0.146877854337554
25,m31.jpg,0.145481835566173
26,m32.jpg,0.261550514813851
27,m33.jpg,0.185616577460149
28,m34.jpg,0.288458580179739
29,m35.jpg,0.249816097111074
30,m36.jpg,0.250292604096856
31,m37.jpg,0.154351653327963
32,m38.jpg,0.186178173893882
33,m39.jpg,0.0983774552663912
34,m4.jpg,0.106378352087324
35,m40.jpg,0.106873365730133
36,m41.jpg,0.200807835561607
37,m42.jpg,0.119568472306341
38,m43.jpg,0.161147188959592
39,m44.jpg,0.136935614114099
40,m45.jpg,0.322332500831979
41,m46.jpg,0.147233754275118
42,m47.jpg,0.124040024256746
43,m48.jpg,0.156635507319613
44,m49.jpg,0.179298398801679
45,m5.jpg,0.332790655069783
46,m50.jpg,0.0619669157795528
47,m51.jpg,0.0729647207833801
48,m52.jpg,0.181144812602871
49,m53.jpg,0.199442244125024
50,m54.jpg,0.0302159999311614
51,m55.jpg,0.135666849284942
52,m56.jpg,0.120223231823514
53,m57.jpg,0.190318662259709
54,m58.jpg,0.166792094891328
55,m59.jpg,0.388141791819561
56,m6.jpg,0.204717060318657
57,m60.jpg,0.218820980019163
58,m7.jpg,0.243400285257185
59,m8.jpg,0.176702895056872
60,m9.jpg,0.121673705409985
61,n1.jpg,0.326186868151815
62,n10.jpg,0.180948277069014
63,n11.jpg,0.229922422898555
64,n12.jpg,0.271757644032243
65,n13.jpg,0.29508349826224
66,n14.jpg,0.263666480442187
67,n15.jpg,0.167015784764273
68,n16.jpg,0.266944917370493
69,n17.jpg,0.429830064965654
70,n18.jpg,0.180073672892136
71,n19.jpg,0.266903991964279
72,n2.jpg,0.223336266058058
73,n20.jpg,0.29161478988735
74,n21.jpg,0.0596955922856856
75,n22.jpg,0.164623883666223
76,n23.jpg,0.339326341062324
77,n24.jpg,0.348323856001217
78,n25.jpg,0.273405526164831
79,n26.jpg,0.261790937313524
80,n27.jpg,0.264100120488786
81,n28.jpg,0.161146697700222
82,n29.jpg,0.314913723329774
83,n3.jpg,0.345222037581962
84,n30.jpg,0.200758050010838
85,n31.jpg,0.195218449228304
86,n32.jpg,0.195373220721908
87,n33.jpg,0.335708144439076
88,n34.jpg,0.153280649214015
89,n35.jpg,0.412470005010599
90,n36.jpg,0.228046687071444
91,n37.jpg,0.159496311229783
92,n38.jpg,0.300301768097122
93,n39.jpg,0.290397850990816
94,n4.jpg,0.140311441639351
95,n40.jpg,0.342671293575432
96,n41.jpg,0.45400889059411
97,n42.jpg,0.847035129435786
98,n43.jpg,0.59074502465571
99,n44.jpg,0.334791921626112
100,n45.jpg,0.227493444935546
101,n46.jpg,0.179127874108657
102,n47.jpg,0.192506872349508
103,n48.jpg,0.290446205297992
104,n49.jpg,0.377246860629195
105,n5.jpg,0.307913743881708
106,n50.jpg,0.335679754805631
107,n51.jpg,0.579766453204235
108,n52.jpg,0.371608639957408
109,n53.jpg,0.236959851936855
110,n54.jpg,0.408070453366743
111,n55.jpg,0.349948624140019
112,n56.jpg,0.157815763387959
113,n57.jpg,0.398345676577783
114,n58.jpg,0.36530992137962
115,n59.jpg,0.118525931225353
116,n6.jpg,0.235733431007188
117,n60.jpg,0.557802009105875
118,n7.jpg,0.279003274361712
119,n8.jpg,0.479197206025733
120,n9.jpg,0.348427043527737
